key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-330137827,Influence of anthropogenic pressure on the genetic diversity and chromosomal instability of an endangered forest-specialist anuran,2022,,,Hydrobiologia,,849,11,2463-2475,"Getelina, M.A. and Schwantes, J.B. and Graichen, D.A.S. and Schuch, A.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126144170&doi=10.1007%2fs10750-022-04840-w&partnerID=40&md5=c0d687c2b464dad6595f893ec31fa3fc,,,,"Deforestation leads to changes in the landscape, which can isolate and decrease the size of populations affecting their structure and genetic variability. Additionally, it can increase the frequency of chromosomal damage due to exposure to genotoxic agents present in the environment. Among vertebrates, amphibians are the most threatened taxonomic group, especially forest-specialist species. Our work aimed to assess the impact of deforestation on landscape, as well as in the genetic diversity and genomic instability of populations of the amphibian species Crossodactylus schmidti Gallardo, 1961, which is restricted to well-preserved stream environments in the Atlantic rainforest in southern Brazil. Sampling of oral mucosa cells was carried out in four different forest areas. We analyzed a total of 200 sequences of two mitochondrial (COI and 16S) and one nuclear gene (Tyrosinase), as well as 1000 oral mucosa cells per individual through cytogenetic analyses. Our results clearly indicate that all forest areas analyzed in this work are important for the genetic diversity and maintenance of these populations in the landscape, regardless of size. However, the largest area has the major role as disperser of genetic diversity, highlighting the importance of conservation units and large forest areas for the persistence of endangered forest-specialist amphibian species. © 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Crossodactylus schmidti",,
rayyan-330137918,Amphibian population genetics in agricultural landscapes: Does viniculture drive the population structuring of the European common frog (Rana temporaria)?,2017,,,PeerJ,,2017,7,,"Lenhardt, P.P. and Brühl, C.A. and Leeb, C. and Theissinger, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022321002&doi=10.7717%2fpeerj.3520&partnerID=40&md5=35f88ba401b4d38355276d6c0223d05a,,,,"Amphibian populations have been declining globally over the past decades. The intensification of agriculture, habitat loss, fragmentation of populations and toxic substances in the environment are considered as driving factors for this decline. Today, about 50% of the area of Germany is used for agriculture and is inhabited by a diverse variety of 20 amphibian species. Of these, 19 are exhibiting declining populations. Due to the protection status of native amphibian species, it is important to evaluate the effect of land use and associated stressors (such as road mortality and pesticide toxicity) on the genetic population structure of amphibians in agricultural landscapes. We investigated the effects of viniculture on the genetic differentiation of European common frog (Rana temporaria) populations in Southern Palatinate (Germany). We analyzed microsatellite data of ten loci from ten breeding pond populations located within viniculture landscape and in the adjacent forest block and compared these results with a previously developed landscape permeability model. We tested for significant correlation of genetic population differentiation and landscape elements, including land use as well as roads and their associated traffic intensity, to explain the genetic structure in the study area. Genetic differentiation among forest populations was significantly lower (median pairwise FST =0.0041 at 5.39 km to 0.0159 at 9.40 km distance) than between viniculture populations (median pairwise FST =0.0215 at 2.34 km to 0.0987 at 2.39 km distance). Our analyses rejected isolation by distance based on roads and associated traffic intensity as the sole explanation of the genetic differentiation and suggest that the viniculture landscape has to be considered as a limiting barrier for R. temporaria migration, partially confirming the isolation of breeding ponds predicted by the landscape permeability model. Therefore, arable land may act as a sink habitat, inhibiting genetic exchange and causing genetic differentiation of pond populations in agricultural areas. In viniculture, pesticides could be a driving factor for the observed genetic impoverishment, since pesticides are more frequently applied than any other management measure and can be highly toxic for terrestrial life stages of amphibians. © 2017 Lenhardt et al.","Cited By :16 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Rana temporaria",,
rayyan-330137919,Middle of the road: Enhanced habitat for salamanders on unused logging roads,2017,,,Wildlife Research,,44,1,1-8,"Legros, D.L. and Steinberg, B. and Lesbarrères, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019462036&doi=10.1071%2fWR14239&partnerID=40&md5=076ef64aa28fc713277a2465b95f87bc,,,,"Context Amphibians are particularly susceptible to the effects of habitat loss and fragmentation. The construction and use of roads is among the most common sources of habitat fragmentation and can lead to serious population declines. Unused resource access roads, such as those formerly used for logging, can still negatively impact salamanders and reduce habitat quality through edge effects. Unfortunately, habitat rehabilitation and enhancement is rarely attempted on unused forest roads. Aims Our aim was to elaborate on a previous study that tested several types of woody debris to mitigate the negative impacts of forest roads by creating a novel habitat on an unused forest road in Algonquin Provincial Park. Here we focus solely on the use of large, squared timbers and their use by salamanders. Methods We tested the application of coarse woody debris (CWD) to the surface of an unused forest road. CWD were sampled for salamanders seven times during the 2011 field season. Local climatic variables were tested against salamander captures, and CWD size preferences and patterns of salamander aggregation under CWD were assessed. Key results We observed five salamander species and 415 individuals under timbers in the 2011 field season. Larger timbers (>1m3) were preferred by all species observed and a significant proportion of animals were found in groups of two or more under larger timbers. High ambient temperature and low relative humidity negatively affected the number and species composition observed under timbers, suggesting that the efficiency of CWD as a survey method and enhanced habitat is season dependent. Implications Large timbers placed on unused forest roads may provide suitable refuges for migrating or dispersing forest salamanders while they attempt to cross the road. The tendency of salamanders to aggregate under CWD allows individual red efts to reduce water loss; however, red-backed salamanders are territorial and may drive off conspecifics. The use of large CWD may be an effective and low-cost method to rehabilitate unused forest roads and can be used to promote habitat connectivity for salamanders in targeted habitats, such as near wetlands, or for other species of concern. © 2017 CSIRO.","Cited By :2 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Caudata,Logging | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137920,Amphibian diversity in the matrix of a fragmented landscape around Ranomafana in Madagascar depends on matrix quality,2017,,,Tropical Conservation Science,,10,,,"Ndriantsoa, S.H. and Riemann, J.C. and Raminosoa, N. and Rödel, M.-O. and Glos, J.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014438221&doi=10.1177%2f1940082916686065&partnerID=40&md5=9162a8d32039b939ca2d5ad59dc978ce,,,,"Human-induced conversion of natural habitats into agricultural areas is one of the major drivers for biodiversity loss. In many tropical regions, the matrix habitat area (habitat between fragments of remaining natural habitat) considerably exceeds the area of the original habitat. Therefore, understanding the factors determining matrix quality for animals is a key step to guide conservation action in fragmented landscapes. Matrix habitat, although being often highly disturbed, might provide valuable habitat for some species, serves as buffer zone for remaining natural habitat or corridor between fragments, and hence could be an important component for biodiversity maintenance on a landscape scale. We evaluated the effects of matrix quality on frog diversity in a rainforest ecosystem in Eastern Madagascar. Although frog diversity was affected in all matrix habitats, we found that variation in matrix quality was an important factor. Matrix habitat could serve as valuable habitat and corridor (i.e., high frog diversity along streams in the matrix), as buffer zone (moderate diversity in banana plantations), or was unsuitable habitat for most frog species (very impoverished diversity in secondary vegetation and rice fields). The remaining natural vegetation in and outside protected areas in Madagascar and worldwide is decreasing and will not be sufficient to preserve its biodiversity on a long term. Therefore, we must understand responses of organisms to disturbance in order to create buffer zones and corridors combining both disturbed and natural habitats. Implementing corridors along matrix streams connecting forest habitats might be an important contribution to amphibian conservation in fragmented landscapes. © The Author(s) 2017.","Cited By :16 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137921,Intensive vehicle traffic impacts morphology and endocrine stress response in a threatened amphibian,2017,,,ORYX,,51,1,182-188,"Cayuela, H. and Quay, L. and Dumet, A. and Léna, J.-P. and Miaud, C. and Rivière, V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944909049&doi=10.1017%2fS0030605315000812&partnerID=40&md5=4479410a40f517a72d3171da3011432d,,,,"Amphibians are considered to be the most threatened group of vertebrates. Among the multiple factors involved in their decline, habitat loss and alteration as a result of human activities is a major threat. At the individual level the effects of habitat alteration are potentially multiple, including a range of morphological and physiological responses. Analysing and understanding these responses is therefore a critical challenge for amphibian conservation. We examined the influence of intensive vehicle traffic (motorbikes and trucks on unpaved pathways) on the body size and condition and on the production of glucocorticoids (i.e. corticosterone) in the yellow-bellied toad Bombina variegata. In particular, we tested the hypothesis that intensive vehicle traffic has a negative influence on body size and body condition, and postulated that it also increases corticosterone production. Using morphometric data and saliva samples collected from four populations in France, we found that intensive vehicle traffic is associated with a decrease in body size and body condition in both males and females. Furthermore, our analysis revealed that corticosterone production was lower in both sexes in populations experiencing intensive vehicle traffic. We suggest that measures should be applied to reduce vehicle traffic intensity on unpaved pathways during toad breeding activity. This is critical for B. variegata, for which man-made ruts and residual puddles could mitigate the loss of natural habitats. © Fauna & Flora International 2015.","Cited By :6 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Bombina variegata",,
rayyan-330137922,"Responses of anuran communities to rapid urban growth in Shanghai, China",2016,,,Urban Forestry and Urban Greening,,20,,365-374,"Zhang, W. and Li, B. and Shu, X. and Pei, E. and Yuan, X. and Sun, Y. and Wang, T. and Wang, Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993958608&doi=10.1016%2fj.ufug.2016.10.005&partnerID=40&md5=cd5690613a4873dc4930403dfda4385a,,,,"Urbanization affects amphibian communities through habitat loss, fragmentation, and degradation of habitat quality. The effects of these changes in habitat at different scales vary depending on the sensitivity of individual species. We assessed the breeding distribution of anurans along an urban–rural gradient in Shanghai, China, a region experiencing intensive urbanization. Our results showed that urban density had a significantly negative influence on the overall anuran abundance and diversity and that the responses of individual species to urbanization varied. Pond age was an overall predictor in models describing the responses of Pelophylax nigromaculatus, Fejervarya multistriata, and M. fissipes and total anuran abundance. The quality of habitat at a pond was also important, and the high abundance of Bufo gargarizans and Pelophylax plancyi was associated with ponds with aquatic vegetation coverage. Urban density showed strong negative effects on B. gargarizans, total anuran abundance, and species richness. The broad-scale landscape variables associated with forests, agricultural fields, and wetlands surrounding breeding ponds have been shown to affect anuran abundance and species richness. The response of individual species, total abundance, and species richness to urbanization reflected differences in their ecological requirements. We quantified the effects of urbanization on frogs in a rapidly urbanizing region, and our results demonstrated that both multi-spatial and temporal variables affect anurans in Shanghai. Our results emphasized the importance of anuran conservation planning in urbanized areas to preserve and/or restore terrestrial habitat and to improve connectivity between ponds and other wetlands. © 2016 Elsevier GmbH","Cited By :15 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137923,Anuran responses to spatial patterns of agricultural landscapes in Argentina,2016,,,Landscape Ecology,,31,10,2485-2505,"Suárez, R.P. and Zaccagnini, M.E. and Babbitt, K.J. and Calamari, N.C. and Natale, G.S. and Cerezo, A. and Codugnello, N. and Boca, T. and Damonte, M.J. and Vera-C and ioti, J. and Gavier-Pizarro, G.I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982142803&doi=10.1007%2fs10980-016-0426-2&partnerID=40&md5=c9b7e30d349f984e39b81c898bedde3b,,,,"Context: Amphibians are declining worldwide and land use change to agriculture is recognized as a leading cause. Argentina is undergoing an agriculturalization process with rapid changes in landscape structure. Objectives: We evaluated anuran response to landscape composition and configuration in two landscapes of east-central Argentina with different degrees of agriculturalization. We identified sensitive species and evaluated landscape influence on communities and individual species at two spatial scales. Methods: We compared anuran richness, frequency of occurrence, and activity between landscapes using call surveys data from 120 sampling points from 2007 to 2009. We evaluated anuran responses to landscape structure variables estimated within 250 and 500-m radius buffers using canonical correspondence analysis and multimodel inference from a set of candidate models. Results: Anuran richness was lower in the landscape with greater level of agriculturalization with reduced amount of forest cover and stream length. This pattern was driven by the lower occurrence and calling activity of seven out of the sixteen recorded species. Four species responded positively to the amount of forest cover and stream habitat. Three species responded positively to forest cohesion and negatively to rural housing. Two responded negatively to crop area and diversity of cover classes. Conclusions: Anurans within agricultural landscapes of east-central Argentina are responding to landscape structure. Responses varied depending on species and study scale. Life-history traits contribute to responses differences. Our study offers a better understanding of landscape effects on anurans and can be used for land management in other areas experiencing a similar agriculturalization process. © 2016, Springer Science+Business Media Dordrecht.","Cited By :23 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137924,Amphibian trophic ecology in increasingly human-altered Wetlands,2016,,,Herpetological Conservation and Biology,,10,3,819-832,"López, J.A. and Scarabotti, P.A. and Ghirardi, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973174989&partnerID=40&md5=0a171d42f87f41ebcda3a4a6effa2e19,,,,"Habitat destruction and alteration are among the major causes of worldwide amphibian declines. Resource limitation in altered environments can potentially affect trophic ecology of amphibians and contribute to decline. In this work, we analyzed changes in resource availability and use, and the population abundance of eight amphibian species from six wetlands that differ in type and degree of human disturbance. Food resource availability varied among sites and the occurrence of some arthropods was correlated with type of disturbance regime. Diet evenness, richness, and niche breadth were similar among sites or months. Nevertheless, diet composition showed significant variation among samples for all species. Diet composition changes among populations were correlated with resource availability in four species (Lysapsus limellum, Dendropsophus nanus, Hypsiboas pulchellus and H. punctatus), but not in the remaining species (D. sanborni, H. raniceps, Scinax nasicus and S. squalirostris). These results suggest that species that are able to adjust their diets according to prey availability may have an adaptive advantage in changing environments associated with anthropogenic disturbances. Given the increasing rate of alteration of wetlands by urbanization, agriculture, and livestock grazing, understanding trophic processes in these habitats is important for preserving the great biodiversity living in these habitats. © 2015. Javier A. López. All Rights Reserved.","Cited By :20 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137925,Accessible habitat delineated by a highway predicts landscape-scale effects of habitat loss in an amphibian community,2016,,,Landscape Ecology,,31,10,2259-2274,"Hamer, A.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973130005&doi=10.1007%2fs10980-016-0398-2&partnerID=40&md5=2dbcd5248e9c089f1ccb71ddf89d3e8b,,,,"Context: Habitat loss and habitat fragmentation negatively affect amphibian populations. Roads impact amphibian species through barrier effects and traffic mortality. The landscape variable ‘accessible habitat’ considers the combined effects of habitat loss and roads on populations. Objectives: The aim was to test whether accessible habitat was a better predictor of amphibian species richness than separate measures of road effects and habitat loss. I assessed how accessible habitat and local habitat variables determine species richness and community composition. Methods: Frog and tadpole surveys were conducted at 52 wetlands in a peri-urban area of eastern Australia. Accessible habitat was delineated using a highway. Regressions were used to examine relationships between species richness and eleven landscape and local habitat variables. Redundancy analysis was used to examine relationships between community composition and accessible habitat and local habitat variables. Results: Best-ranked models of species richness included both landscape and local habitat variables. There were positive relationships between species richness and accessible habitat and distance to the highway, and uncertain relationships with proportion cover of native vegetation and road density. There were negative relationships between species richness and concreted wetlands and wetland electrical conductivity. Four species were positively associated with accessible habitat, whereas all species were negatively associated with wetland type. Conclusions: Barrier effects caused by the highway and habitat loss have negatively affected the amphibian community. Local habitat variables had strong relationships with species richness and community composition, highlighting the importance of both availability and quality of habitat for amphibian conservation near major roads. © 2016, Springer Science+Business Media Dordrecht.","Cited By :9 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Urbanisation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137926,"Geographically varying habitat characteristics of a wide-ranging amphibian, the common spadefoot toad (Pelobates Fuscus), in Northern Europe",2016,,,Herpetological Conservation and Biology,,10,3,904-916,"Rannap, R. and Kaart, T. and Iversen, L.L. and de Vries, W. and Briggs, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973098863&partnerID=40&md5=62ee232f20d507be7a8650ed3021265d,,,,"Anthropogenic habitat loss and degradation are often cited as the primary causes of the recent decline or extinction of many species. The restoration of degraded habitats is therefore vital. Successful habitat restoration, however, requires proper identification of critical habitat characteristics and recognition of the factors that threaten the species. In this study, we describe the geographic variation of habitat characteristics for a widely distributed species with a declining population trend in Europe, the Common Spadefoot Toad (Pelobates fuscus). We examined 407 water bodies and their surrounding habitats in the Netherlands, Denmark, and Estonia by measuring 23 habitat characteristics and evaluating their effects on the species using canonical discriminant, logistic regression, and Spearman correlation analysis. We demonstrate that while the habitat features related to the selection of a breeding site by the species (based on presence/absence of larvae) were generally similar among the countries, habitat characteristics related to the quality of the breeding site (represented by larval abundance) varied considerably. In the Netherlands larval abundance correlated negatively with the area of uncultivated land and positively with the presence of organic crop fields near the breeding site. In Estonia, larval abundance was negatively related to deciduous forests in the surroundings of the reproduction site, and in Denmark it was mainly influenced by aquatic habitat qualities. Such differences could derive from the geographic variation of the habitat requirements of the species, but they could also indicate geographic differences in threatening factors present in each country. In the Netherlands and in Denmark, intensive agriculture seems to be the most important threat to the species, whereas in Estonia the overgrowing of open habitats (e.g., meadows, extensively used fields) and small freshwater bodies have severely affected the species. © 2015. Riinu Rannap. All Rights Reserved.","Cited By :6 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Pelobates fuscus",,
rayyan-330137927,Assessing how habitat loss restricts the geographic range of Neotropical anurans,2016,,,Ecological Research,,31,6,913-921,"Vasconcelos, T.S. and Doro, J.L.P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989172967&doi=10.1007%2fs11284-016-1401-8&partnerID=40&md5=7c3af662bc433436daceef4b002ebe2d,,,,"Habitat loss and fragmentation exert unquestionable negative effects in a wide range of taxa on both regional and local scales. However, there is a debate over whether habitat change impacts geographic species distribution. We assess how habitat loss restricts large-scale species distribution on a geographic scale for four South American anurans that are known to occur in well conserved habitats, yet which are absent in others that are close by and more degraded. We used occurrence records of each species in Brazil and performed different modeling algorithms to compare ensemble distribution models generated by two different sets of predictors: a climate-only versus a climate-habitat procedure. We found that the distribution area predicted by the climate-only procedure was larger than that of the climate-habitat procedure for all species. The areas not predicted by the climate-habitat but predicted by the climate-only procedure for all species are commonly located in inland areas in southeastern Brazil, which coincides with areas that have suffered the most from habitat loss in the country. Plotting the predictions against well-surveyed areas where the species have not been recorded, we found evidence that habitat loss may have restricted the current geographic ranges of Hypsiboas faber and Rhinella ornata. Finally, modeling approaches incorporating habitat landscape metrics, particularly for habitat-specialist species, may be a helpful tool for identifying areas that harbored these species before deforestation took place. © 2016, The Ecological Society of Japan.","Cited By :6 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Fragmentation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137928,Landscape context affects site occupancy of pond-breeding anurans across a disturbance gradient in the Brazilian Cerrado,2016,,,Landscape Ecology,,31,9,1997-2012,"Signorelli, L. and Bastos, R.P. and De Marco, P., Jr. and With, K.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962815420&doi=10.1007%2fs10980-016-0376-8&partnerID=40&md5=704d80f9cfc105a91b6d707701229f07,,,,"Context: The Brazilian Cerrado, a global biodiversity hotspot, is being converted to agricultural production. Amphibians in particular are susceptible to agricultural practices that threaten both their wetland and upland habitats. Although local site variables are important for determining species occurrence, site occupancy is also mediated by the broader landscape and management context in which the site occurs. Objectives: Investigate the relative effects of broad-, intermediate-, and local-scale factors on species occurrence for pond-breeding anurans within different landscapes across an agricultural-disturbance gradient in the Cerrado. Methods: Ponds were surveyed for adult anurans over 3 years within 18 landscapes (each 625 km2) that varied in their degree of agricultural land use (landscape context). We analyzed species distribution models for eight pond-breeding anurans, using hierarchical binomial generalized linear models. Results: The broader landscape context had a significant effect on the incidence of pond-breeding anurans, even after accounting for variation in other environmental factors at more local (pond) or intermediate (1-km2) scales. The top-ranked models for most species included some combination of broad-, intermediate- and local-scale factors, however. These covariates influenced species occurrence in different ways, with the response to agricultural disturbance varying among species. Although some species were negatively affected, others appeared to benefit from agricultural activities that increased breeding habitat (e.g., impoundments to provide water for cattle). Conclusions: Landscape context, the degree to which landscapes have been transformed by agricultural land use, has a major influence on the distribution of pond-breeding anurans in the Brazilian Cerrado. © 2016, Springer Science+Business Media Dordrecht.","Cited By :11 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137929,Landscape influences the morphology of male common toads (Bufo bufo),2016,,,"Agriculture, Ecosystems and Environment",,233,,106-110,"Guillot, H. and Boissinot, A. and Angelier, F. and Lourdais, O. and Bonnet, X. and Brischoux, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989938323&doi=10.1016%2fj.agee.2016.08.032&partnerID=40&md5=4262aeb69ed8c9f37aa5876d30269965,,,,"In Europe, the recent agricultural intensification has strongly homogenised the landscape. This loss in habitat diversity and the use of agrochemicals are considered as major causes of the global erosion of biodiversity. Landscape changes may also favour phenotypic variation with divergences between populations even at a small spatial scale. We investigated this notion in the common toad (Bufo bufo), a species that inhabits a wide variety of rural habitats. Specifically, we compared the morphology of male adult toads from three contrasting landscapes: forests, traditional farming landscape and intensive farmlands. Overall, individuals from open landscapes were larger and heavier, had longer hind legs and larger parotoid glands than their forest counterparts; suggesting that open landscapes positively influence body size in this species. However, toads from intensive farmland were less symmetrical, suggesting that these individuals may have experienced environmental stress during larval and/or post-metamorphic development. Overall, our results suggest that landscape-specific traits can influence the morphology of male toads in complex ways. Further studies are required to comprehensively assess the impacts of environmental and anthropogenic pressures on amphibians in agroecosystems. © 2016 Elsevier B.V.","Cited By :17 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Bufo bufo",,
rayyan-330137930,A frog's eye view: logging roads buffer against further diversity loss,2016,,,Frontiers in Ecology and the Environment,,14,7,353-355,"Ernst, R. and Hölting, M. and Rodney, K. and Benn, V. and Thomas-Caesar, R. and Wegmann, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986592700&doi=10.1002%2ffee.1314&partnerID=40&md5=ac10ebcbe78315f25b89f0fb771c3b16,,,,,"Cited By :6 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Logging | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137931,Replanting reduces frog diversity in oil palm,2016,,,Biotropica,,48,4,483-490,"Kurz, D.J. and Turner, E.C. and Aryawan, A.A. and Barkley, H.C. and Caliman, J.-P. and Konopik, O. and Ps, S. and Foster, W.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961223722&doi=10.1111%2fbtp.12320&partnerID=40&md5=55a7714f30fc66e39903289b408918e7,,,,"A growing body of literature has demonstrated significant biodiversity losses for many taxa when forest is converted to oil palm. However, no studies have directly investigated changes to biodiversity throughout the oil palm life cycle, in which oil palm matures for 25–30 yr before replanting. This process leads to major changes in the oil palm landscape that likely influence species assemblages and ecosystem function. We compare frog assemblages between mature (21–27-yr old) and recently replanted (1–2-yr old) oil palm in Sumatra, Indonesia. Across eighteen 2.25-ha oil palm plots, we found 719 frogs from 14 species. Frog richness was 31 percent lower in replanted oil palm (nine species) than mature oil palm (13 species). Total frog abundance was 47 percent lower in replanted oil palm, and frog assemblage composition differed significantly between the two ages of oil palm. The majority of frog species were disturbance-tolerant, although we encountered four forest-associated frog species within mature oil palm despite a distance of 28 km between our study sites and the nearest extensive tract of forest. Although it is clear that protection of forest is of paramount importance for the conservation of tropical fauna, our results indicate that management decisions within tropical agricultural landscapes also have a profound impact on biodiversity. Practices such as staggered replanting or maintenance of connectivity among mature oil palm patches could help maintain frog diversity in the oil palm landscape. © 2016 The Association for Tropical Biology and Conservation","Cited By :8 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Agriculture | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
rayyan-330137932,Complementary ecological approaches to understand decreases in frog diversity in altered andean ecosystems,2016,,,South American Journal of Herpetology,,11,1,1-11,"Méndez-Narváez, J. and Bolívar-G, W.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969260931&doi=10.2994%2fSAJH-D-15-00015.1&partnerID=40&md5=d6b058da0c21d8cd5f067c5a1e198834,,,,"The Andes Mountains of South America are considered one of the most biologically diverse and threatened areas in the world. Habitat destruction in this area is among the most common causes of amphibian population declines and extinction, but few studies have used complementary approaches to understand the interplay between habitat transformation and microhabitat use by amphibians. We studied the anuran diversity in modified vegetation cover types in a cloud forest in the tropical Andes of Colombia in order to compare components of biological diversity and microhabitat preferences among forested and human-altered habitats. Secondary Forest and Riparian Forest were the vegetation cover type with the highest local diversity, whereas the highest turnover was between the forested and human-altered areas. The species in the assemblage showed specific microhabitat associations with the substrate and the vertical stratification, with lower mean values of niche overlap between species pairs in forested area than in human altered areas. These results show how anthropic intervention creates less favorable vegetation cover types for some species of anurans and the way in which preferences for a specific micro-habitat could influence distribution in these vegetation cover type. © 2016 Brazilian Society of Herpetology.","Cited By :2 Export Date: 30 June 2022 | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Anura,Deforestation | RAYYAN-INCLUSION: {""z5297814""=>""Included""} | RAYYAN-LABELS: Multiple species",,
