assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
120109053,158609,Adelophryne patamona,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Adelophryne,patamona,,,,"MacCulloch, Lathrop, Kok, Minter, Khan &amp; Barrio-Amorós, 2008",Data Deficient,,3.1,Unknown,Global
120110512,56310,Adenomera lutzi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Adenomera,lutzi,,,,"Heyer, 1975",Endangered,B1ab(iii),3.1,Decreasing,Global
120127603,136167,Allobates granti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Allobates,granti,,,,"(Kok, MacCulloch, Gaucher, Poelman, Bourne, Lathrop &amp; Lenglet, 2006)",Least Concern,,3.1,Unknown,Global
120128244,55052,Anomaloglossus beebei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,beebei,,,,"(Noble, 1923)",Endangered,B1ab(iii),3.1,Decreasing,Global
120129386,125200843,Anomaloglossus degranvillei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,degranvillei,,,,"(Lescure, 1975)",Critically Endangered,A2ae,3.1,Decreasing,Global
120129553,135874,Anomaloglossus kaiei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,kaiei,,,,"(Kok, Sambhu, Roopsind, Lenglet &amp; Bourne, 2006)",Endangered,B1ab(iii),3.1,Stable,Global
120294047,77319999,Anomaloglossus leopardus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,leopardus,,,,"Ouboter &amp; Jairam, 2012",Least Concern,,3.1,Unknown,Global
120297321,77320150,Anomaloglossus megacephalus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,megacephalus,,,,"Kok, MacCulloch, Lathrop, Willaert &amp; Bossuyt, 2010",Data Deficient,,3.1,Unknown,Global
120312612,54512,Atelopus franciscus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,franciscus,,,,"Lescure, 1974",Least Concern,,3.1,Stable,Global
120314325,54963,Cochranella geijskesi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Cochranella,geijskesi,,,,"(Goin, 1966)",Least Concern,,3.1,Unknown,Global
120314617,61769,Dendrobates nubeculosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Dendrobates,nubeculosus,,,,"Jungfer and Böhme, 2004",Data Deficient,,3.1,Unknown,Global
120315670,55493,Dendropsophus grandisonae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Dendropsophus,grandisonae,,,,"(Goin, 1966)",Data Deficient,,3.1,Unknown,Global
120324054,78520386,Microcaecilia dermatophaga,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,SIPHONOPIDAE,Microcaecilia,dermatophaga,,,,"Wilkinson, Sherratt, Starace &amp; Gower, 2013",Least Concern,,3.1,Stable,Global
120326554,18434740,Microcaecilia iwokramae,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,SIPHONOPIDAE,Microcaecilia,iwokramae,,,,"Wake &amp; Donnelly, 2009",Data Deficient,,3.1,Unknown,Global
120327721,59574,Microcaecilia unicolor,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,SIPHONOPIDAE,Microcaecilia,unicolor,,,,"(Duméril, 1863)",Least Concern,,3.1,Unknown,Global
120327973,55524,Nesorohyla kanaima,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Nesorohyla,kanaima,,,,"(Goin &amp; Woodley, 1969)",Endangered,B1ab(iii),3.1,Decreasing,Global
120328471,136171,Oreophrynella dendronastes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Oreophrynella,dendronastes,,,,"Lathrop &amp; MacCulloch, 2007",Data Deficient,,3.1,Unknown,Global
120420098,78527890,Oreophrynella seegobini,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Oreophrynella,seegobini,,,,"Kok, 2009",Vulnerable,D2,3.1,Unknown,Global
120421421,59586,Oscaecilia zweifeli,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,CAECILIIDAE,Oscaecilia,zweifeli,,,,"Taylor, 1968",Data Deficient,,3.1,Unknown,Global
120422389,135809,Pristimantis dendrobatoides,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,dendrobatoides,,,,"Means and Savage, 2007",Least Concern,,3.1,Unknown,Global
120426157,136172,Pristimantis jester,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,jester,,,,"Means &amp; Savage, 2007",Least Concern,,3.1,Unknown,Global
120427704,56023,Stefania ackawaio,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Stefania,ackawaio,,,,"MacCulloch &amp; Lathrop, 2002",Vulnerable,D2,3.1,Stable,Global
120465019,56024,Stefania ayangannae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Stefania,ayangannae,,,,"MacCulloch &amp; Lathrop, 2002",Vulnerable,D2,3.1,Stable,Global
120465782,56025,Stefania coxi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Stefania,coxi,,,,"MacCulloch &amp; Lathrop, 2002",Vulnerable,D2,3.1,Stable,Global
120467204,56026,Stefania evansi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Stefania,evansi,,,,"(Boulenger, 1904)",Data Deficient,,3.1,Stable,Global
120467639,56034,Stefania roraimae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Stefania,roraimae,,,,"Duellman &amp; Hoogmoed, 1984",Endangered,B1ab(iii),3.1,Unknown,Global
120469267,56039,Stefania woodleyi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Stefania,woodleyi,,,,"Rivero, 1968",Data Deficient,,3.1,Unknown,Global
121056533,77320262,Anomaloglossus surinamensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Anomaloglossus,surinamensis,,,,"Ouboter &amp; Jairam, 2012",Least Concern,,3.1,Unknown,Global
121369939,121369896,Isthmura corrugata,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Isthmura,corrugata,,,,"Sandoval-Comte, Pineda-Arredeondo, Rovito &amp; Luría-Manzano, 2017",Critically Endangered,B1ab(iii),3.1,Unknown,Global
121383686,121383673,Ansonia khaochangensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ansonia,khaochangensis,,,,"Grismer, Wood, Aowphol, Cota, Grismer, Murdoch, Aguilar &amp; Grismer, 2016",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
121384427,121384357,Megophrys liboensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,liboensis,,,,"(Zhang, Li, Xiao, Li, Pan, Wang, Zhang &amp; Zhou, 2017)",Data Deficient,,3.1,Unknown,Global
121384861,121384513,Andinobates victimatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Andinobates,victimatus,,,,"Márquez, Mejía-Vargas, Palacios-Rodríguez, Ramírez-Castañeda &amp; Amézquita, 2017",Endangered,B1ab(iii),3.1,Decreasing,Global
121385030,121384906,Bolitoglossa yariguiensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,yariguiensis,,,,"Meza-Joya, Hernández-Jaimes &amp; Ramos-Pallares, 2017",Endangered,B1ab(iii),3.1,Decreasing,Global
121385865,121385062,Boulengerula spawlsi,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,HERPELIDAE,Boulengerula,spawlsi,,,,"Wilkinson, Malonza, Campbell &amp; Loader, 2017",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
121754717,57149,Leptodactylus nesiotus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Leptodactylus,nesiotus,,,,"Heyer, 1994",Least Concern,,3.1,Stable,Global
122144438,135785,Theloderma truongsonense,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Theloderma,truongsonense,,,,"(Orlov &amp; Ho, 2005)",Least Concern,,3.1,Decreasing,Global
122172217,78494566,Echinotriton maxiquadratus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Echinotriton,maxiquadratus,,,,"Hou, Wu, Yang, Zheng, Yuan &amp; Li, 2014",Critically Endangered,B2ab(iii),3.1,Decreasing,Global
122172222,78500586,Feihyla fuhua,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Feihyla,fuhua,,,,"Fei, Ye, &amp; Jiang, 2010",Least Concern,,3.1,Unknown,Global
122172227,78516708,Hynobius fucus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,HYNOBIIDAE,Hynobius,fucus,,,,"Lai &amp; Lue, 2008",Near Threatened,B1ab(iii),3.1,Unknown,Global
122172232,78516799,Hynobius glacialis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,HYNOBIIDAE,Hynobius,glacialis,,,,"Lai &amp; Lue, 2008",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
122172237,78516909,Cynops glaucus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Cynops,glaucus,,,,"Yuan, Jiang, Ding, Zhang &amp; Che, 2013",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
122172242,78518292,Leptobrachella laui,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,laui,,,,"(Sung, Yang &amp; Wang, 2014)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
122172247,78519396,Megophrys acuta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,acuta,,,,"Wang, Li &amp; Jin, 2014",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
122172262,78519846,Megophrys cheni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,cheni,,,,"(Wang &amp; Liu, 2014)",Vulnerable,D2,3.1,Unknown,Global
122172267,78519850,Megophrys jinggangensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,jinggangensis,,,,"(Wang, 2012)",Least Concern,,3.1,Unknown,Global
122172272,78520013,Megophrys lini,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,lini,,,,"(Wang &amp; Yang, 2014)",Endangered,B1ab(iii),3.1,Decreasing,Global
122172277,78520054,Megophrys obesa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,obesa,,,,"Wang, Li &amp; Zhao, 2014",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
122172282,78520071,Megophrys tuberogranulata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,tuberogranulata,,,,"Shen, Mo &amp; Li, 2010",Endangered,B1ab(iii),3.1,Decreasing,Global
122172292,78521671,Odorrana cangyuanensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Odorrana,cangyuanensis,,,,"(Yang, 2008)",Endangered,B1ab(v),3.1,Decreasing,Global
122172302,78528777,Pachytriton archospotus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pachytriton,archospotus,,,,"Shen, Shen &amp; Mo, 2008",Near Threatened,"B1ab(iii,v)",3.1,Decreasing,Global
122172307,78528792,Pachytriton changi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pachytriton,changi,,,,"Nishikawa, Matsui &amp; Jiang, 2012",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
122172312,78528858,Pachytriton feii,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pachytriton,feii,,,,"Nishikawa, Jiang &amp; Matsui, 2011",Vulnerable,"B1ab(iii,v)",3.1,Decreasing,Global
122172317,78528868,Pachytriton moi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pachytriton,moi,,,,"Nishikawa, Jiang &amp; Matsui, 2011",Endangered,B1ab(iii),3.1,Unknown,Global
122172322,78529967,Paramesotriton maolanensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Paramesotriton,maolanensis,,,,"Gu, Chen, Tian, Li &amp; Ran, 2012",Data Deficient,,3.1,Unknown,Global
122172327,78531031,Paramesotriton qixilingensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Paramesotriton,qixilingensis,,,,"Yan, Zhao, Jiang, Hou, He, Murphy &amp; Che, 2014",Vulnerable,D1,3.1,Unknown,Global
122172332,78531041,Paramesotriton yunwuensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Paramesotriton,yunwuensis,,,,"Wu, Jiang &amp; Hanken, 2010",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
122172337,78532178,Paramesotriton zhijinensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Paramesotriton,zhijinensis,,,,"Li, Tian &amp; Gu, 2008",Endangered,B1ab(iii),3.1,Decreasing,Global
122172347,78585243,Rhacophorus laoshan,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Rhacophorus,laoshan,,,,"Mo, Jiang, Xie &amp; Ohler, 2008",Data Deficient,,3.1,Stable,Global
122172352,78586157,Scutiger wuguanfui,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Scutiger,wuguanfui,,,,"Jiang, Rao, Yuan, Wang, Li, Hou, Che &amp; Che, 2012",Data Deficient,,3.1,Unknown,Global
122172357,78586429,Theloderma baibungense,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Theloderma,baibungense,,,,"(Jiang, Fei &amp; Huang, 2009)",Data Deficient,,3.1,Unknown,Global
122172367,78586683,Tylototriton dabienicus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Tylototriton,dabienicus,,,,"Chen, Wang &amp; Tao, 2010 ",Endangered,B1ab(iii),3.1,Decreasing,Global
122172372,78586709,Tylototriton liuyangensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Tylototriton,liuyangensis,,,,"Yang, Jiang, Shen &amp; Fei, 2014 ",Endangered,D,3.1,Stable,Global
122172377,78586743,Tylototriton lizhengchangi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Tylototriton,lizhengchangi,,,,"Hou, Zhang, Jiang, Li &amp; Lu, 2012",Critically Endangered,B1ab(v),3.1,Decreasing,Global
122172382,78587007,Tylototriton pseudoverrucosus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Tylototriton,pseudoverrucosus,,,,"Hou, Gu, Zhang, Zeng &amp; Lu, 2012 ",Endangered,B1ab(iii),3.1,Decreasing,Global
122172387,78587030,Tylototriton yangi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Tylototriton,yangi,,,,"Hou, Zhang, Zhou, Li &amp; Lu, 2012 ",Endangered,A4acd,3.1,Decreasing,Global
122172402,79075338,Cynops fudingensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Cynops,fudingensis,,,,"Wu, Wang, Jiang &amp; Hanken, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
122172407,79100197,Onychodactylus zhangyapingi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,HYNOBIIDAE,Onychodactylus,zhangyapingi,,,,"Che, Poyarkov &amp; Yan, 2012",Data Deficient,,3.1,Decreasing,Global
122172417,79101500,Paramesotriton wulingensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Paramesotriton,wulingensis,,,,"Wang, Tian &amp; Gu, 2013",Least Concern,,3.1,Stable,Global
122172427,79123553,Pseudohynobius jinfo,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,HYNOBIIDAE,Pseudohynobius,jinfo,,,,"Wei, Xiong &amp; Zeng, 2009",Endangered,B1ab(iii),3.1,Decreasing,Global
122172672,79721674,Cynops yunnanensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Cynops,yunnanensis,,,,"Yang, 1983",Vulnerable,A4acde,3.1,Decreasing,Global
122172682,82410392,Liuixalus feii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Liuixalus,feii,,,,"Yang, Rao &amp; Wang, 2015",Least Concern,,3.1,Stable,Global
122172687,82462705,Bufo tuberospinius,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Bufo,tuberospinius,,,,"(Yang, Liu &amp; Rao, 1996)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
122177357,88095621,Zhangixalus wui,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Zhangixalus,wui,,,,"(Li, Liu, Chen, Wu, Murphy, Zhao, Wang &amp; Zhang, 2012)",Vulnerable,D2,3.1,Stable,Global
122177545,88383857,Pachytriton granulosus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pachytriton,granulosus,,,,"Chang, 1933",Least Concern,,3.1,Decreasing,Global
122177550,88384145,Pachytriton inexpectatus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pachytriton,inexpectatus,,,,"Nishikawa, Jiang, Matsui, &amp; Mo, 2011",Least Concern,,3.1,Stable,Global
122177565,88990198,Zhangixalus leucofasciatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Zhangixalus,leucofasciatus,,,,"(Liu &amp; Hu, 1962)",Data Deficient,,3.1,Unknown,Global
122177570,89100526,Pachytriton xanthospilos,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pachytriton,xanthospilos,,,,"Wu, Wang, &amp; Hanken, 2012",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
122177580,89186612,Liuixalus shiwandashan,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Liuixalus,shiwandashan,,,,"Li, Mo, Jiang, Xie, &amp; Jiang, 2015",Data Deficient,,3.1,Unknown,Global
123132884,54550,Atelopus sernai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,sernai,,,,"Ruíz-Carranza &amp; Osorno-Muñoz, 1994",Critically Endangered,D,3.1,Decreasing,Global
123361747,89183567,Leptobrachella juliandringi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,juliandringi,,,,"Eto, Matsui &amp; Nishikawa, 2015",Least Concern,,3.1,Decreasing,Global
123363836,79076429,Leptobrachella fritinniens,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,fritinniens,,,,"(Dehling &amp; Matsui, 2013)",Data Deficient,,3.1,Unknown,Global
123407446,88320892,Leptobrachella marmorata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,marmorata,,,,"(Matsui, Zainudin &amp; Nishikawa, 2014)",Endangered,B1ab(iii),3.1,Decreasing,Global
123411320,88332834,Kalophrynus calciphilus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Kalophrynus,calciphilus,,,,"Dehling, 2011",Least Concern,,3.1,Stable,Global
123468705,79101554,Philautus juliandringi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Philautus,juliandringi,,,,"Dehling, 2010",Near Threatened,B1ab(iii),3.1,Stable,Global
123468713,79096248,Meristogenys stigmachilus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Meristogenys,stigmachilus,,,,"Shimada, Matsui, Yambun &amp; Sudin, 2011",Least Concern,,3.1,Stable,Global
123468721,79096218,Meristogenys stenocephalus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Meristogenys,stenocephalus,,,,"Shimada, Matsui, Yambun &amp; Sudin, 2011",Least Concern,,3.1,Stable,Global
123468729,79128770,Rhacophorus belalongensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Rhacophorus,belalongensis,,,,"Dehling &amp; Grafe, 2008",Least Concern,,3.1,Stable,Global
123468819,79129400,Rhacophorus penanorum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Rhacophorus,penanorum,,,,"Dehling, 2008",Least Concern,,3.1,Stable,Global
123528320,79681539,Rhacophorus malkmusi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Rhacophorus,malkmusi,,,,"Dehling, 2015",Least Concern,,3.1,Stable,Global
123533800,79096177,Meristogenys maryatiae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Meristogenys,maryatiae,,,,"Matsui, Shimada &amp; Sudin, 2010",Least Concern,,3.1,Decreasing,Global
123535668,79095598,Meristogenys dyscritus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Meristogenys,dyscritus,,,,"Shimada, Matsui, Yambun &amp; Sudin, 2011",Least Concern,,3.1,Unknown,Global
123576912,88333681,Kalophrynus punctatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Kalophrynus,punctatus,,,,"Peters, 1871",Least Concern,,3.1,Decreasing,Global
123645057,54466,Ansonia fuliginea,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ansonia,fuliginea,,,,"(Mocquard, 1890)",Least Concern,,3.1,Unknown,Global
123646580,54468,Ansonia guibei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ansonia,guibei,,,,"Inger, 1966",Critically Endangered,A2c,3.1,Decreasing,Global
123691515,54480,Ansonia platysoma,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ansonia,platysoma,,,,"Inger, 1960",Least Concern,,3.1,Unknown,Global
123691619,54485,Ansonia torrentis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ansonia,torrentis,,,,"Dring, 1983",Least Concern,,3.1,Stable,Global
123691713,54865,Pelophryne api,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Pelophryne,api,,,,"Dring, 1984",Least Concern,,3.1,Stable,Global
123691805,128714306,Pelophryne misera,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Pelophryne,misera,,,,"(Mocquard, 1890)",Least Concern,,3.1,Decreasing,Global
123691920,57543,Leptobrachella brevicrus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,brevicrus,,,,"Dring, 1984",Least Concern,,3.1,Stable,Global
123692004,57546,Leptobrachella palmata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,palmata,,,,"Inger and Stuebing, 1991",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
123692110,57547,Leptobrachella parva,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,parva,,,,"Dring, 1984",Least Concern,,3.1,Stable,Global
123692211,57552,Leptobrachium gunungense,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachium,gunungense,,,,"Malkmus, 1996",Least Concern,,3.1,Stable,Global
123692290,57562,Leptobrachella arayai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,arayai,,,,"(Matsui, 1997)",Least Concern,,3.1,Decreasing,Global
123692389,57569,Leptobrachella maura,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,maura,,,,"(Inger, Lakim, Biun &amp; Yambun, 1997)",Least Concern,,3.1,Stable,Global
123692466,57579,Megophrys kobayashii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,kobayashii,,,,"Matsui and Malkmus, 1997",Least Concern,,3.1,Stable,Global
123692546,57631,Megophrys baluensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,baluensis,,,,"(Boulenger, 1899)",Least Concern,,3.1,Stable,Global
123692626,57636,Megophrys dringi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,dringi,,,,"Inger, Stuebing &amp; Tan, 1995",Least Concern,,3.1,Stable,Global
123692711,57818,Gastrophrynoides borneensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Gastrophrynoides,borneensis,,,,"(Boulenger, 1897)",Least Concern,,3.1,Decreasing,Global
123692823,57833,Kalophrynus baluensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Kalophrynus,baluensis,,,,"Kiew, 1984",Least Concern,,3.1,Stable,Global
123692903,57841,Kalophrynus nubicola,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Kalophrynus,nubicola,,,,"Dring, 1984",Least Concern,,3.1,Stable,Global
123692988,57884,Microhyla maculifera,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Microhyla,maculifera,,,,"Inger, 1989",Data Deficient,,3.1,Unknown,Global
123693073,58370,Meristogenys jerboa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Meristogenys,jerboa,,,,"(Günther, 1872)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
123693152,58810,Philautus acutus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Philautus,acutus,,,,"Dring, 1987",Least Concern,,3.1,Unknown,Global
123693233,58814,Philautus amoenus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Philautus,amoenus,,,,"Smith, 1931",Least Concern,,3.1,Stable,Global
123693312,58818,Philautus aurantium,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Philautus,aurantium,,,,"Inger, 1989",Vulnerable,B1ab(iii),3.1,Decreasing,Global
123693430,58824,Philautus bunitus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Philautus,bunitus,,,,"Inger, Stuebing and Tan, 1995",Least Concern,,3.1,Stable,Global
123693522,58836,Philautus disgregus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Philautus,disgregus,,,,"Inger, 1989",Near Threatened,B1ab(iii),3.1,Decreasing,Global
